[2014-05-22 17:31:59] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:32:10] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:33:30] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:34:09] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:34:34] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:34:38] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:35:43] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:35:49] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:37:05] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:37:34] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:38:32] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:38:54] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:39:00] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:39:40] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:40:12] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:40:17] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:40:24] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:40:27] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:40:41] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:40:47] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:41:08] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:47:23] EDIT careSeeker/views/default/help.html: -23
[2014-05-22 17:48:01] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:48:03] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:51:45] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:53:22] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:53:27] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:53:59] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:54:32] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:55:41] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:56:27] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:56:39] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:56:43] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:57:27] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:57:44] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:58:28] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:58:33] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:58:48] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:58:50] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:59:20] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 17:59:45] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 18:00:03] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 18:00:18] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 18:00:24] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 18:00:56] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 18:13:01] CREATE profile.html: 0
[2014-05-22 18:13:34] EDIT careSeeker/views/profile.html: 0
[2014-05-22 18:14:08] DELETE careSeeker/views/profile.html: -3
[2014-05-22 18:14:31] CREATE default/profile.html: 0
[2014-05-22 18:14:45] EDIT careSeeker/views/default/profile.html: 0
[2014-05-22 18:15:03] CREATE default/schedule.html: 0
[2014-05-22 18:15:16] EDIT careSeeker/views/default/schedule.html: 0
[2014-05-22 18:16:48] EDIT careSeeker/views/default/profile.html: 38
[2014-05-22 18:17:43] EDIT careSeeker/controllers/default.py: 2
[2014-05-22 18:18:09] EDIT careSeeker/controllers/default.py: -24
[2014-05-22 18:20:17] DELETE careSeeker/views/default/schedule.html: -3
[2014-05-22 18:20:22] DELETE careSeeker/views/default/profile.html: -41
[2014-05-22 18:20:34] CREATE default/myProfile.html: 0
[2014-05-22 18:20:52] CREATE default/mySchedule.html: 0
[2014-05-22 18:21:04] EDIT careSeeker/views/default/mySchedule.html: 0
[2014-05-22 18:21:07] EDIT careSeeker/views/default/myProfile.html: 0
[2014-05-22 18:22:32] EDIT careSeeker/views/default/mySchedule.html: 33
[2014-05-22 18:22:53] EDIT careSeeker/views/default/mySchedule.html: 1
[2014-05-22 18:23:11] EDIT careSeeker/views/default/myProfile.html: 1
[2014-05-22 18:23:35] EDIT careSeeker/views/default/myProfile.html: 35
[2014-05-22 18:24:11] EDIT careSeeker/views/default/myProfile.html: -2
[2014-05-22 18:24:24] EDIT careSeeker/views/default/myProfile.html: 2
[2014-05-22 18:24:29] EDIT careSeeker/views/default/myProfile.html: 2
[2014-05-22 18:24:33] EDIT careSeeker/views/default/myProfile.html: 2
[2014-05-22 18:28:07] EDIT careSeeker/views/default/dashboard.html: 1
[2014-05-22 18:28:28] EDIT careSeeker/views/default/dashboard.html: 0
[2014-05-22 18:28:30] EDIT careSeeker/views/default/dashboard.html: 0
[2014-05-22 18:28:45] EDIT careSeeker/views/default/dashboard.html: 0
[2014-05-22 18:32:58] EDIT careSeeker/views/default/dashboard.html: 0
[2014-05-22 18:33:24] EDIT careSeeker/views/default/dashboard.html: 0
[2014-05-22 18:34:08] EDIT careSeeker/views/default/dashboard.html: -1
[2014-05-22 18:35:21] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 18:35:46] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 18:35:58] EDIT careSeeker/controllers/mail.py: 0
[2014-05-22 18:36:01] EDIT careSeeker/controllers/mail.py: 0
[2014-05-24 19:32:28] EDIT CareSeek/models/db.py: 8
[2014-05-24 19:33:26] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:06:16] EDIT CareSeek/models/db.py: 2
[2014-05-24 20:06:26] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:08:00] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:08:43] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:14:55] EDIT CareSeek/models/db.py: -10
[2014-05-24 20:20:43] EDIT CareSeek/models/db.py: 11
[2014-05-24 20:21:41] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:22:00] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:22:23] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:23:03] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:24:45] EDIT CareSeek/views/default/settings.html: 1
[2014-05-24 20:24:56] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:25:04] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:25:10] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:27:28] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:27:47] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:29:18] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:29:47] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:29:59] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:30:15] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:30:31] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:30:38] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:30:42] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:30:50] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:30:56] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:31:11] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:31:15] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:31:48] EDIT CareSeek/models/db.py: -1
[2014-05-24 20:32:04] EDIT CareSeek/models/db.py: -10
[2014-05-24 20:35:26] EDIT CareSeek/models/db.py: 10
[2014-05-24 20:35:55] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:36:16] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:36:35] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:36:54] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:37:05] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:37:38] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:38:09] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:42:30] EDIT CareSeek/models/db.py: -8
[2014-05-24 20:42:40] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:42:42] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:42:56] EDIT CareSeek/views/default/settings.html: 1
[2014-05-24 20:43:14] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:43:24] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:43:30] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 20:46:29] EDIT CareSeek/models/db.py: 10
[2014-05-24 20:46:38] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:49:23] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:49:51] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:50:12] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:54:03] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:54:57] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:56:47] EDIT CareSeek/models/db.py: 1
[2014-05-24 20:57:04] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:58:05] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:58:23] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:58:24] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:58:31] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:58:44] EDIT CareSeek/models/db.py: 0
[2014-05-24 20:58:47] EDIT CareSeek/models/db.py: 0
[2014-05-24 21:04:05] EDIT CareSeek/models/db.py: 0
[2014-05-24 21:04:44] EDIT CareSeek/models/db.py: 0
[2014-05-24 21:04:46] EDIT CareSeek/models/db.py: 0
[2014-05-24 21:04:47] EDIT CareSeek/models/db.py: 0
[2014-05-24 21:05:46] EDIT CareSeek/models/db.py: -1
[2014-05-24 21:06:26] EDIT CareSeek/models/db.py: 0
[2014-05-24 21:07:53] EDIT CareSeek/controllers/default.py: 6
[2014-05-24 21:07:59] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:09:02] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:10:06] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:10:50] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:11:03] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 21:11:11] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:11:13] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:11:14] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:11:18] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:11:24] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:11:30] EDIT CareSeek/controllers/default.py: -2
[2014-05-24 21:11:31] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:11:36] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:11:42] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:15:24] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:16:01] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:16:10] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:16:12] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:16:30] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:17:04] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 21:17:11] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:17:27] EDIT CareSeek/controllers/default.py: 2
[2014-05-24 21:17:29] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:19:23] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:20:12] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:20:17] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:20:32] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:20:34] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:20:40] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:20:55] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:21:01] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:21:10] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:25:17] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:25:22] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:26:55] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:27:07] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:27:23] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:27:42] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:28:08] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:28:16] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:28:40] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:28:47] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:29:40] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:29:51] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 21:29:56] EDIT CareSeek/views/default/settings.html: -1
[2014-05-24 21:33:17] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:35:37] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:35:38] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:35:42] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:36:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:36:20] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:38:33] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:39:10] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:39:24] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:39:50] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:41:12] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:41:17] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:43:46] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:44:22] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:44:30] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:44:42] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:45:03] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:45:27] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:45:39] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:46:02] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:46:10] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:46:14] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 21:46:26] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:46:37] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 21:46:41] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:46:45] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:46:49] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:47:05] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:47:15] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 21:47:46] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:15] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:17] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:29] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:35] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:41] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:47] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:48:51] EDIT CareSeek/controllers/default.py: -5
[2014-05-24 21:48:58] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:49:21] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:49:54] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:52:02] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:52:07] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:52:11] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:52:17] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:55:06] EDIT CareSeek/models/db.py: 0
[2014-05-24 21:56:13] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:56:43] EDIT CareSeek/controllers/default.py: 3
[2014-05-24 21:56:47] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:56:49] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:56:51] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:56:57] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:02] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:04] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:04] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:05] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:05] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:05] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:05] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:07] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:12] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:40] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 21:57:51] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:57:55] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:58:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:58:24] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:58:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:58:26] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:58:26] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:59:46] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 21:59:59] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 22:00:03] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 22:00:31] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:01:02] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:01:50] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:02:04] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:02:17] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:02:33] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:03:10] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 22:05:45] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 22:06:13] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:10:24] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:10:35] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:10:52] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 22:11:53] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 22:12:25] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 22:12:52] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:13:05] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:15:45] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:17:40] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 22:17:53] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:18:24] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:18:58] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 22:20:09] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:20:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:21:13] EDIT CareSeek/models/db.py: 1
[2014-05-24 22:21:16] EDIT CareSeek/models/db.py: 0
[2014-05-24 22:21:26] EDIT CareSeek/models/db.py: 2
[2014-05-24 22:21:31] EDIT CareSeek/models/db.py: -1
[2014-05-24 22:22:28] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:23:07] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:32:24] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:32:45] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:43:36] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:45:35] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:46:00] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:47:45] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:48:01] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:48:54] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 22:49:07] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 22:49:24] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 22:49:26] EDIT CareSeek/controllers/default.py: -2
[2014-05-24 22:49:56] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:50:01] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:50:16] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:50:35] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:51:50] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 22:51:56] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:52:36] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 22:53:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:53:44] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:54:02] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:54:30] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:55:08] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:55:15] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:55:40] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:56:21] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:58:22] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:59:15] EDIT CareSeek/controllers/default.py: 2
[2014-05-24 22:59:21] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:59:48] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 22:59:49] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:00:07] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:00:24] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:00:43] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:01:07] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:01:22] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:01:39] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:01:48] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:01:59] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:02:23] EDIT CareSeek/models/db.py: 0
[2014-05-24 23:02:34] EDIT CareSeek/models/db.py: 0
[2014-05-24 23:02:51] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:03:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:03:22] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 23:04:23] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:04:41] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:05:45] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 23:05:51] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 23:05:55] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 23:06:16] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 23:07:17] EDIT CareSeek/views/default/settings.html: 0
[2014-05-24 23:07:35] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:08:04] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:08:13] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:08:17] EDIT CareSeek/controllers/default.py: -1
[2014-05-24 23:09:10] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:09:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:15:49] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:16:03] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:16:14] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:18:58] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:19:12] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:19:21] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:19:56] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:20:12] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:21:17] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 23:21:29] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:09] EDIT CareSeek/controllers/default.py: 2
[2014-05-24 23:23:21] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:24] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:26] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:26] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:38] EDIT CareSeek/controllers/default.py: -4
[2014-05-24 23:23:41] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:44] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:50] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:23:52] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:24:00] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:24:36] EDIT CareSeek/controllers/default.py: 1
[2014-05-24 23:24:49] EDIT CareSeek/controllers/default.py: -2
[2014-05-24 23:25:15] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:25:29] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:25:35] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:25:40] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:25:59] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:26:23] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:38:13] EDIT CareSeek/views/default/user.html: 0
[2014-05-24 23:38:46] EDIT CareSeek/views/default/user.html: 1
[2014-05-24 23:38:58] EDIT CareSeek/views/default/user.html: -1
[2014-05-24 23:39:04] EDIT CareSeek/views/default/user.html: 1
[2014-05-24 23:49:35] EDIT CareSeek/models/db.py: -7
[2014-05-24 23:49:39] EDIT CareSeek/models/db.py: 0
[2014-05-24 23:50:02] EDIT CareSeek/models/db.py: 0
[2014-05-24 23:53:47] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:53:53] EDIT CareSeek/controllers/default.py: 0
